Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;114;-;-;114;-;-
Wählende;82;71,9 %;-;82;71,9 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;82;100,0 %;-;82;100,0 %;-
SPD;15;18,3 %;-;14;17,1 %;-
AfD;55;67,1 %;-;51;62,2 %;-
CDU;2;2,4 %;-;2;2,4 %;-
GRÜNE/B 90;2;2,4 %;-;1;1,2 %;-
DIE LINKE;4;4,9 %;-;1;1,2 %;-
BVB / FREIE WÄHLER;4;4,9 %;-;1;1,2 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;12,2 %;-
III. Weg;0;0,0 %;-;1;1,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,2 %;-
WU;-;-;-;0;0,0 %;-
