Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;193;-;-;193;-;-
Wählende;123;63,7 %;-;123;63,7 %;-
Ungültige Stimmen;2;1,6 %;-;1;0,8 %;-
Gültige Stimmen;121;98,4 %;-;122;99,2 %;-
SPD;26;21,5 %;-;28;23,0 %;-
AfD;73;60,3 %;-;63;51,6 %;-
CDU;10;8,3 %;-;5;4,1 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;-;-;-;0;0,0 %;-
BVB / FREIE WÄHLER;8;6,6 %;-;3;2,5 %;-
FDP;4;3,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,8 %;-
BSW;-;-;-;19;15,6 %;-
III. Weg;-;-;-;3;2,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
