Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;749;-;-;749;-;-
Wählende;399;53,3 %;-;399;53,3 %;-
Ungültige Stimmen;6;1,5 %;-;0;0,0 %;-
Gültige Stimmen;393;98,5 %;-;399;100,0 %;-
SPD;109;27,7 %;-;110;27,6 %;-
AfD;163;41,5 %;-;141;35,3 %;-
CDU;87;22,1 %;-;43;10,8 %;-
GRÜNE/B 90;4;1,0 %;-;4;1,0 %;-
DIE LINKE;-;-;-;10;2,5 %;-
BVB / FREIE WÄHLER;24;6,1 %;-;5;1,3 %;-
FDP;6;1,5 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;5;1,3 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;73;18,3 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,3 %;-
