Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;35.452;-;-;35.452;-;-
Wählende;25.499;71,9 %;+134;25.499;71,9 %;+134
Ungültige Stimmen;320;1,3 %;+01;210;0,8 %;-03
Gültige Stimmen;25.179;98,7 %;-01;25.289;99,2 %;+03
SPD;5.865;23,3 %;+38;7.080;28,0 %;+83
AfD;6.667;26,5 %;+100;6.343;25,1 %;+58
CDU;2.926;11,6 %;+22;2.387;9,4 %;-11
GRÜNE/B 90;808;3,2 %;-40;985;3,9 %;-63
DIE LINKE;2.124;8,4 %;-81;1.131;4,5 %;-113
BVB / FREIE WÄHLER;6.278;24,9 %;-22;2.404;9,5 %;-83
FDP;200;0,8 %;-10;156;0,6 %;-16
Tierschutzpartei;-;-;-;537;2,1 %;-04
Plus;-;-;-;370;1,5 %;-02
BSW;-;-;-;3.732;14,8 %;+148
III. Weg;-;-;-;32;0,1 %;+01
DKP;-;-;-;23;0,1 %;+01
DLW;-;-;-;52;0,2 %;+02
WU;-;-;-;57;0,2 %;+02
dieBasis;122;0,5 %;+05;-;-;-
EB Link;189;0,8 %;+08;-;-;-
