Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;4.028;-;-;4.028;-;-
Wählende;2.030;50,4 %;+31;2.030;50,4 %;+31
Ungültige Stimmen;24;1,2 %;+04;12;0,6 %;-04
Gültige Stimmen;2.006;98,8 %;-04;2.018;99,4 %;+04
SPD;536;26,7 %;+52;553;27,4 %;+28
AfD;847;42,2 %;+165;785;38,9 %;+114
CDU;314;15,7 %;-76;203;10,1 %;-69
GRÜNE/B 90;14;0,7 %;-61;18;0,9 %;-56
DIE LINKE;67;3,3 %;-86;52;2,6 %;-80
BVB / FREIE WÄHLER;95;4,7 %;-22;41;2,0 %;-30
FDP;56;2,8 %;-10;13;0,6 %;-45
Tierschutzpartei;-;-;-;27;1,3 %;-09
Plus;51;2,5 %;+25;12;0,6 %;-07
BSW;-;-;-;298;14,8 %;+148
III. Weg;-;-;-;1;0,0 %;+00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;4;0,2 %;+02
WU;-;-;-;11;0,5 %;+05
EB Gliese;26;1,3 %;+13;-;-;-
