Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;45.838;-;-;45.838;-;-
Wählende;33.377;72,8 %;+137;33.377;72,8 %;+137
Ungültige Stimmen;474;1,4 %;+01;274.0;0,8 %;-03
Gültige Stimmen;32.903;98,6 %;-01;33.103;99,2 %;+03
SPD;10.272;31,2 %;+57;8.967;27,1 %;+24
AfD;12.524;38,1 %;+117;11.424;34,5 %;+68
CDU;4.868;14,8 %;+11;3.475;10,5 %;-34
GRÜNE/B 90;614;1,9 %;-43;790.0;2,4 %;-56
DIE LINKE;1.699;5,2 %;-136;881.0;2,7 %;-104
BVB / FREIE WÄHLER;2.412;7,3 %;+06;966.0;2,9 %;-26
FDP;514;1,6 %;-11;249.0;0,8 %;-28
Tierschutzpartei;-;-;-;684.0;2,1 %;-03
Plus;-;-;-;228.0;0,7 %;-03
BSW;-;-;-;5.085;15,4 %;+154
III. Weg;-;-;-;44.0;0,1 %;+01
DKP;-;-;-;25.0;0,1 %;+01
DLW;-;-;-;166.0;0,5 %;+05
WU;-;-;-;119.0;0,4 %;+04
