Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;42.504;-;-;42.504;-;-
Wählende;30.882;72,7 %;+130;30.882;72,7 %;+130
Ungültige Stimmen;483;1,6 %;+02;321;1,0 %;-03
Gültige Stimmen;30.399;98,4 %;-02;30.561;99,0 %;+03
SPD;8.304;27,3 %;+58;8.562;28,0 %;+30
AfD;12.303;40,5 %;+121;11.346;37,1 %;+66
CDU;4.138;13,6 %;-96;3.103;10,2 %;-59
GRÜNE/B 90;340;1,1 %;-40;407;1,3 %;-38
DIE LINKE;1.236;4,1 %;-77;619;2,0 %;-80
BVB / FREIE WÄHLER;1.954;6,4 %;-09;734;2,4 %;-30
FDP;413;1,4 %;-15;176;0,6 %;-31
Tierschutzpartei;-;-;-;486;1,6 %;-11
Plus;435;1,4 %;+14;199;0,7 %;-06
BSW;-;-;-;4.621;15,1 %;+151
III. Weg;-;-;-;32;0,1 %;+01
DKP;-;-;-;25;0,1 %;+01
DLW;-;-;-;125;0,4 %;+04
WU;-;-;-;126;0,4 %;+04
EB Gliese;1.276;4,2 %;+42;-;-;-
