Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;923;-;-;923;-;-
Wählende;446;48,3 %;-;446;48,3 %;-
Ungültige Stimmen;8;1,8 %;-;9;2,0 %;-
Gültige Stimmen;438;98,2 %;-;437;98,0 %;-
SPD;206;47,0 %;-;171;39,1 %;-
AfD;170;38,8 %;-;161;36,8 %;-
CDU;27;6,2 %;-;34;7,8 %;-
GRÜNE/B 90;2;0,5 %;-;6;1,4 %;-
DIE LINKE;13;3,0 %;-;7;1,6 %;-
BVB / FREIE WÄHLER;15;3,4 %;-;7;1,6 %;-
FDP;1;0,2 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;5;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;39;8,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;3;0,7 %;-
Die PARTEI;4;0,9 %;-;-;-;-
