Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;941;-;-;941;-;-
Wählende;398;42,3 %;-;398;42,3 %;-
Ungültige Stimmen;9;2,3 %;-;8;2,0 %;-
Gültige Stimmen;389;97,7 %;-;390;98,0 %;-
SPD;133;34,2 %;-;132;33,8 %;-
AfD;149;38,3 %;-;129;33,1 %;-
CDU;40;10,3 %;-;23;5,9 %;-
GRÜNE/B 90;6;1,5 %;-;4;1,0 %;-
DIE LINKE;31;8,0 %;-;14;3,6 %;-
BVB / FREIE WÄHLER;28;7,2 %;-;9;2,3 %;-
FDP;2;0,5 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;8;2,1 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;61;15,6 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;4;1,0 %;-
WU;-;-;-;0;0,0 %;-
