Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;358;-;-;358;-;-
Wählende;243;67,9 %;-;243;67,9 %;-
Ungültige Stimmen;0;0,0 %;-;1;0,4 %;-
Gültige Stimmen;243;100,0 %;-;242;99,6 %;-
SPD;66;27,2 %;-;50;20,7 %;-
AfD;132;54,3 %;-;125;51,7 %;-
CDU;25;10,3 %;-;18;7,4 %;-
GRÜNE/B 90;3;1,2 %;-;3;1,2 %;-
DIE LINKE;4;1,6 %;-;3;1,2 %;-
BVB / FREIE WÄHLER;10;4,1 %;-;3;1,2 %;-
FDP;2;0,8 %;-;4;1,7 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;32;13,2 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;1;0,4 %;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
