Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;176;-;-;176;-;-
Wählende;119;67,6 %;-;119;67,6 %;-
Ungültige Stimmen;0;0,0 %;-;1;0,8 %;-
Gültige Stimmen;119;100,0 %;-;118;99,2 %;-
SPD;45;37,8 %;-;36;30,5 %;-
AfD;40;33,6 %;-;35;29,7 %;-
CDU;27;22,7 %;-;23;19,5 %;-
GRÜNE/B 90;2;1,7 %;-;3;2,5 %;-
DIE LINKE;2;1,7 %;-;2;1,7 %;-
BVB / FREIE WÄHLER;3;2,5 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;15,3 %;-
III. Weg;0;0,0 %;-;1;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
