Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;980;-;-;980;-;-
Wählende;370;37,8 %;-;370;37,8 %;-
Ungültige Stimmen;10;2,7 %;-;7;1,9 %;-
Gültige Stimmen;360;97,3 %;-;363;98,1 %;-
SPD;98;27,2 %;-;103;28,4 %;-
AfD;157;43,6 %;-;151;41,6 %;-
CDU;46;12,8 %;-;28;7,7 %;-
GRÜNE/B 90;2;0,6 %;-;1;0,3 %;-
DIE LINKE;24;6,7 %;-;16;4,4 %;-
BVB / FREIE WÄHLER;31;8,6 %;-;6;1,7 %;-
FDP;2;0,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;0,8 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;50;13,8 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;1;0,3 %;-
