Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;5.321;-;-;5.321;-;-
Wählende;4.230;79,5 %;+110;4.230;79,5 %;+110
Ungültige Stimmen;54;1,3 %;-01;43;1,0 %;-01
Gültige Stimmen;4.176;98,7 %;+01;4.187;99,0 %;+01
SPD;1.101;26,4 %;+40;1.129;27,0 %;+23
AfD;1.721;41,2 %;+145;1.585;37,9 %;+77
CDU;584;14,0 %;-119;423;10,1 %;-76
GRÜNE/B 90;51;1,2 %;-42;73;1,7 %;-36
DIE LINKE;144;3,4 %;-54;61;1,5 %;-61
BVB / FREIE WÄHLER;275;6,6 %;-11;122;2,9 %;-35
FDP;53;1,3 %;-19;32;0,8 %;-35
Tierschutzpartei;-;-;-;52;1,2 %;-10
Plus;42;1,0 %;+10;30;0,7 %;-07
BSW;-;-;-;624;14,9 %;+149
III. Weg;-;-;-;1;0,0 %;+00
DKP;-;-;-;4;0,1 %;+01
DLW;-;-;-;24;0,6 %;+06
WU;-;-;-;27;0,6 %;+06
EB Gliese;205;4,9 %;+49;-;-;-
