Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;808;-;-;808;-;-
Wählende;377;46,7 %;-;377;46,7 %;-
Ungültige Stimmen;3;0,8 %;-;5;1,3 %;-
Gültige Stimmen;374;99,2 %;-;372;98,7 %;-
SPD;122;32,6 %;-;103;27,7 %;-
AfD;153;40,9 %;-;155;41,7 %;-
CDU;52;13,9 %;-;30;8,1 %;-
GRÜNE/B 90;2;0,5 %;-;7;1,9 %;-
DIE LINKE;19;5,1 %;-;8;2,2 %;-
BVB / FREIE WÄHLER;23;6,1 %;-;6;1,6 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;1,6 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;52;14,0 %;-
III. Weg;2;0,5 %;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
