Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;65;-;-;65;-;-
Wählende;52;80,0 %;-;52;80,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;52;100,0 %;-;52;100,0 %;-
SPD;9;17,3 %;-;10;19,2 %;-
AfD;26;50,0 %;-;26;50,0 %;-
CDU;9;17,3 %;-;8;15,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,9 %;-
DIE LINKE;1;1,9 %;-;2;3,8 %;-
BVB / FREIE WÄHLER;0;0,0 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;2;3,8 %;-;2;3,8 %;-
BSW;-;-;-;2;3,8 %;-
III. Weg;-;-;-;1;1,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Gliese;5;9,6 %;-;-;-;-
