Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;708;-;-;708;-;-
Wählende;390;55,1 %;-;390;55,1 %;-
Ungültige Stimmen;2;0,5 %;-;2;0,5 %;-
Gültige Stimmen;388;99,5 %;-;388;99,5 %;-
SPD;117;30,2 %;-;108;27,8 %;-
AfD;160;41,2 %;-;144;37,1 %;-
CDU;43;11,1 %;-;38;9,8 %;-
GRÜNE/B 90;7;1,8 %;-;9;2,3 %;-
DIE LINKE;17;4,4 %;-;6;1,5 %;-
BVB / FREIE WÄHLER;29;7,5 %;-;18;4,6 %;-
FDP;3;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;10;2,6 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;46;11,9 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;12;3,1 %;-;5;1,3 %;-
WU;-;-;-;1;0,3 %;-
