Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;747;-;-;747;-;-
Wählende;422;56,5 %;-;422;56,5 %;-
Ungültige Stimmen;5;1,2 %;-;4;0,9 %;-
Gültige Stimmen;417;98,8 %;-;418;99,1 %;-
SPD;190;45,6 %;-;137;32,8 %;-
AfD;121;29,0 %;-;116;27,8 %;-
CDU;58;13,9 %;-;53;12,7 %;-
GRÜNE/B 90;11;2,6 %;-;34;8,1 %;-
DIE LINKE;11;2,6 %;-;10;2,4 %;-
BVB / FREIE WÄHLER;20;4,8 %;-;8;1,9 %;-
FDP;5;1,2 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;12;2,9 %;-
Plus;-;-;-;8;1,9 %;-
BSW;-;-;-;34;8,1 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;1;0,2 %;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
