Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;407;-;-;407;-;-
Wählende;199;48,9 %;-;199;48,9 %;-
Ungültige Stimmen;3;1,5 %;-;3;1,5 %;-
Gültige Stimmen;196;98,5 %;-;196;98,5 %;-
SPD;71;36,2 %;-;63;32,1 %;-
AfD;97;49,5 %;-;88;44,9 %;-
CDU;17;8,7 %;-;15;7,7 %;-
GRÜNE/B 90;1;0,5 %;-;2;1,0 %;-
DIE LINKE;3;1,5 %;-;2;1,0 %;-
BVB / FREIE WÄHLER;5;2,6 %;-;2;1,0 %;-
FDP;1;0,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;20;10,2 %;-
III. Weg;-;-;-;1;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;1;0,5 %;-;-;-;-
