Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;772;-;-;772;-;-
Wählende;476;61,7 %;-;476;61,7 %;-
Ungültige Stimmen;9;1,9 %;-;6;1,3 %;-
Gültige Stimmen;467;98,1 %;-;470;98,7 %;-
SPD;142;30,4 %;-;119;25,3 %;-
AfD;191;40,9 %;-;167;35,5 %;-
CDU;62;13,3 %;-;53;11,3 %;-
GRÜNE/B 90;9;1,9 %;-;14;3,0 %;-
DIE LINKE;18;3,9 %;-;14;3,0 %;-
BVB / FREIE WÄHLER;39;8,4 %;-;14;3,0 %;-
FDP;6;1,3 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;8;1,7 %;-
Plus;-;-;-;5;1,1 %;-
BSW;-;-;-;64;13,6 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;7;1,5 %;-
WU;-;-;-;0;0,0 %;-
