Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;446;-;-;446;-;-
Wählende;311;69,7 %;+18;311;69,7 %;+18
Ungültige Stimmen;1;0,3 %;-114;1;0,3 %;-06
Gültige Stimmen;310;99,7 %;+114;310;99,7 %;+06
SPD;82;26,5 %;-102;59;19,0 %;-28
AfD;164;52,9 %;+529;158;51,0 %;+51
CDU;41;13,2 %;-73;35;11,3 %;-09
GRÜNE/B 90;3;1,0 %;+02;3;1,0 %;-10
DIE LINKE;4;1,3 %;-66;3;1,0 %;-38
BVB / FREIE WÄHLER;13;4,2 %;-55;4;1,3 %;-16
FDP;2;0,6 %;-65;4;1,3 %;-67
Tierschutzpartei;-;-;-;1;0,3 %;-13
Plus;-;-;-;1;0,3 %;-06
BSW;-;-;-;37;11,9 %;+119
III. Weg;-;-;-;1;0,3 %;+03
DKP;1;0,3 %;+03;0;0,0 %;00
DLW;-;-;-;3;1,0 %;+10
WU;-;-;-;1;0,3 %;+03
