Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;707;-;-;707;-;-
Wählende;358;50,6 %;-;358;50,6 %;-
Ungültige Stimmen;7;2,0 %;-;6;1,7 %;-
Gültige Stimmen;351;98,0 %;-;352;98,3 %;-
SPD;83;23,6 %;-;66;18,8 %;-
AfD;169;48,1 %;-;157;44,6 %;-
CDU;47;13,4 %;-;46;13,1 %;-
GRÜNE/B 90;1;0,3 %;-;7;2,0 %;-
DIE LINKE;18;5,1 %;-;14;4,0 %;-
BVB / FREIE WÄHLER;29;8,3 %;-;17;4,8 %;-
FDP;3;0,9 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;6;1,7 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;32;9,1 %;-
III. Weg;1;0,3 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,6 %;-
