Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;4.895;-;-;4.895;-;-
Wählende;3.510;71,7 %;+105;3.510;71,7 %;+105
Ungültige Stimmen;190;5,4 %;+41;37;1,1 %;-01
Gültige Stimmen;3.320;94,6 %;-41;3.473;98,9 %;+01
SPD;1.337;40,3 %;+74;1.172;33,7 %;+08
AfD;-;-;-222;1.173;33,8 %;+92
CDU;474;14,3 %;+20;332;9,6 %;-37
GRÜNE/B 90;46;1,4 %;-68;53;1,5 %;-63
DIE LINKE;205;6,2 %;-21;90;2,6 %;-67
BVB / FREIE WÄHLER;305;9,2 %;-50;62;1,8 %;-44
FDP;68;2,0 %;+00;15;0,4 %;-20
Tierschutzpartei;-;-;-;74;2,1 %;-03
Plus;-;-;-;27;0,8 %;+01
BSW;-;-;-;419;12,1 %;+121
III. Weg;-;-;-;6;0,2 %;+02
DKP;-;-;-;3;0,1 %;+01
DLW;-;-;-;39;1,1 %;+11
WU;-;-;-;8;0,2 %;+02
EB Raue;885;26,7 %;+267;-;-;-
