Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;9.617;-;-;9.617;-;-
Wählende;6.917;71,9 %;+118;6.917;71,9 %;+118
Ungültige Stimmen;106;1,5 %;-00;64.0;0,9 %;-04
Gültige Stimmen;6.811;98,5 %;+00;6.853;99,1 %;+04
SPD;1.883;27,6 %;+33;1.832;26,7 %;+17
AfD;2.612;38,3 %;+112;2.3;33,6 %;+61
CDU;1.492;21,9 %;-06;996.0;14,5 %;-55
GRÜNE/B 90;113;1,7 %;-26;85.0;1,2 %;-30
DIE LINKE;-;-;-86;141.0;2,1 %;-65
BVB / FREIE WÄHLER;597;8,8 %;+28;213.0;3,1 %;-18
FDP;114;1,7 %;-54;65.0;0,9 %;-53
Tierschutzpartei;-;-;-;117.0;1,7 %;-06
Plus;-;-;-;26.0;0,4 %;-06
BSW;-;-;-;1.017;14,8 %;+148
III. Weg;-;-;-;11.0;0,2 %;+02
DKP;-;-;-;1.0;0,0 %;+00
DLW;-;-;-;38.0;0,6 %;+06
WU;-;-;-;11.0;0,2 %;+02
