Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;816;-;-;816;-;-
Wählende;406;49,8 %;-;406;49,8 %;-
Ungültige Stimmen;9;2,2 %;-;8;2,0 %;-
Gültige Stimmen;397;97,8 %;-;398;98,0 %;-
SPD;144;36,3 %;-;118;29,6 %;-
AfD;152;38,3 %;-;141;35,4 %;-
CDU;44;11,1 %;-;42;10,6 %;-
GRÜNE/B 90;9;2,3 %;-;18;4,5 %;-
DIE LINKE;14;3,5 %;-;16;4,0 %;-
BVB / FREIE WÄHLER;23;5,8 %;-;8;2,0 %;-
FDP;5;1,3 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;9;2,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;37;9,3 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;1,5 %;-;3;0,8 %;-
WU;-;-;-;3;0,8 %;-
