Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;294;-;-;294;-;-
Wählende;189;64,3 %;+53;189;64,3 %;+53
Ungültige Stimmen;3;1,6 %;-05;1;0,5 %;-14
Gültige Stimmen;186;98,4 %;+05;188;99,5 %;+14
SPD;54;29,0 %;+60;52;27,7 %;+09
AfD;74;39,8 %;+126;67;35,6 %;+50
CDU;25;13,4 %;-82;12;6,4 %;-83
GRÜNE/B 90;0;0,0 %;-65;1;0,5 %;-49
DIE LINKE;8;4,3 %;-49;3;1,6 %;-65
BVB / FREIE WÄHLER;12;6,5 %;-31;2;1,1 %;-64
FDP;3;1,6 %;-13;1;0,5 %;-34
Tierschutzpartei;-;-;-;5;2,7 %;+09
Plus;2;1,1 %;+11;2;1,1 %;+02
BSW;-;-;-;39;20,7 %;+207
III. Weg;-;-;-;1;0,5 %;+05
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;1,1 %;+11
WU;-;-;-;1;0,5 %;+05
EB Gliese;8;4,3 %;+43;-;-;-
