Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;190;-;-;190;-;-
Wählende;104;54,7 %;-;104;54,7 %;-
Ungültige Stimmen;1;1,0 %;-;0;0,0 %;-
Gültige Stimmen;103;99,0 %;-;104;100,0 %;-
SPD;24;23,3 %;-;22;21,2 %;-
AfD;48;46,6 %;-;41;39,4 %;-
CDU;14;13,6 %;-;13;12,5 %;-
GRÜNE/B 90;0;0,0 %;-;6;5,8 %;-
DIE LINKE;7;6,8 %;-;4;3,8 %;-
BVB / FREIE WÄHLER;5;4,9 %;-;1;1,0 %;-
FDP;1;1,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;10;9,6 %;-
III. Weg;-;-;-;1;1,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;3,9 %;-;5;4,8 %;-
WU;-;-;-;0;0,0 %;-
