Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;779;-;-;779;-;-
Wählende;379;48,7 %;-;379;48,7 %;-
Ungültige Stimmen;11;2,9 %;-;8;2,1 %;-
Gültige Stimmen;368;97,1 %;-;371;97,9 %;-
SPD;103;28,0 %;-;99;26,7 %;-
AfD;196;53,3 %;-;192;51,8 %;-
CDU;24;6,5 %;-;18;4,9 %;-
GRÜNE/B 90;3;0,8 %;-;7;1,9 %;-
DIE LINKE;17;4,6 %;-;5;1,3 %;-
BVB / FREIE WÄHLER;14;3,8 %;-;6;1,6 %;-
FDP;2;0,5 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;4;1,1 %;-
Plus;3;0,8 %;-;2;0,5 %;-
BSW;-;-;-;32;8,6 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;2;0,5 %;-
EB Gliese;6;1,6 %;-;-;-;-
