Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;986;-;-;986;-;-
Wählende;452;45,8 %;-;452;45,8 %;-
Ungültige Stimmen;6;1,3 %;-;2;0,4 %;-
Gültige Stimmen;446;98,7 %;-;450;99,6 %;-
SPD;120;26,9 %;-;142;31,6 %;-
AfD;152;34,1 %;-;143;31,8 %;-
CDU;26;5,8 %;-;22;4,9 %;-
GRÜNE/B 90;9;2,0 %;-;12;2,7 %;-
DIE LINKE;32;7,2 %;-;16;3,6 %;-
BVB / FREIE WÄHLER;99;22,2 %;-;35;7,8 %;-
FDP;2;0,4 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;11;2,4 %;-
Plus;-;-;-;9;2,0 %;-
BSW;-;-;-;56;12,4 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;2;0,4 %;-;-;-;-
EB Link;4;0,9 %;-;-;-;-
