Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;169;-;-;169;-;-
Wählende;104;61,5 %;-;104;61,5 %;-
Ungültige Stimmen;3;2,9 %;-;1;1,0 %;-
Gültige Stimmen;101;97,1 %;-;103;99,0 %;-
SPD;44;43,6 %;-;40;38,8 %;-
AfD;38;37,6 %;-;35;34,0 %;-
CDU;10;9,9 %;-;4;3,9 %;-
GRÜNE/B 90;0;0,0 %;-;3;2,9 %;-
DIE LINKE;2;2,0 %;-;1;1,0 %;-
BVB / FREIE WÄHLER;7;6,9 %;-;3;2,9 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;15;14,6 %;-
III. Weg;0;0,0 %;-;1;1,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
