Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;834;-;-;834;-;-
Wählende;442;53,0 %;-;442;53,0 %;-
Ungültige Stimmen;10;2,3 %;-;6;1,4 %;-
Gültige Stimmen;432;97,7 %;-;436;98,6 %;-
SPD;133;30,8 %;-;129;29,6 %;-
AfD;140;32,4 %;-;129;29,6 %;-
CDU;100;23,1 %;-;67;15,4 %;-
GRÜNE/B 90;2;0,5 %;-;10;2,3 %;-
DIE LINKE;20;4,6 %;-;10;2,3 %;-
BVB / FREIE WÄHLER;33;7,6 %;-;14;3,2 %;-
FDP;4;0,9 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;7;1,6 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;61;14,0 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
