Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;116;-;-;116;-;-
Wählende;71;61,2 %;-;71;61,2 %;-
Ungültige Stimmen;1;1,4 %;-;0;0,0 %;-
Gültige Stimmen;70;98,6 %;-;71;100,0 %;-
SPD;25;35,7 %;-;18;25,4 %;-
AfD;25;35,7 %;-;23;32,4 %;-
CDU;12;17,1 %;-;9;12,7 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;1;1,4 %;-;3;4,2 %;-
BVB / FREIE WÄHLER;6;8,6 %;-;4;5,6 %;-
FDP;0;0,0 %;-;1;1,4 %;-
Tierschutzpartei;-;-;-;4;5,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;12,7 %;-
III. Weg;1;1,4 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
