Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.275;-;-;1.275;-;-
Wählende;506;39,7 %;-;506;39,7 %;-
Ungültige Stimmen;11;2,2 %;-;11;2,2 %;-
Gültige Stimmen;495;97,8 %;-;495;97,8 %;-
SPD;164;33,1 %;-;149;30,1 %;-
AfD;216;43,6 %;-;194;39,2 %;-
CDU;48;9,7 %;-;43;8,7 %;-
GRÜNE/B 90;12;2,4 %;-;9;1,8 %;-
DIE LINKE;29;5,9 %;-;24;4,8 %;-
BVB / FREIE WÄHLER;14;2,8 %;-;7;1,4 %;-
FDP;3;0,6 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;8;1,6 %;-
Plus;4;0,8 %;-;2;0,4 %;-
BSW;-;-;-;54;10,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Gliese;5;1,0 %;-;-;-;-
