Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;661;-;-;661;-;-
Wählende;265;40,1 %;-;265;40,1 %;-
Ungültige Stimmen;5;1,9 %;-;1;0,4 %;-
Gültige Stimmen;260;98,1 %;-;264;99,6 %;-
SPD;89;34,2 %;-;83;31,4 %;-
AfD;106;40,8 %;-;98;37,1 %;-
CDU;29;11,2 %;-;17;6,4 %;-
GRÜNE/B 90;3;1,2 %;-;7;2,7 %;-
DIE LINKE;22;8,5 %;-;16;6,1 %;-
BVB / FREIE WÄHLER;9;3,5 %;-;2;0,8 %;-
FDP;2;0,8 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;5;1,9 %;-
Plus;-;-;-;2;0,8 %;-
BSW;-;-;-;30;11,4 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
